Depart;Arrivee;Distance;Tensions;Gabarit;Commentaire;Exploitee
Mannheim-Waldhof;Biblis;19 km;15kVac;Gabarit continental;;
Mannheim-Neckarstadt;Biblis;22 km;15kVac;Gabarit continental;;
Mannheim Hbf;Biblis;25 km;15kVac;Gabarit continental;Westliche Einführung der Riedbahn;
Mannheim Hbf;Biblis;28 km;15kVac;Gabarit continental;Riedbahn;
Biblis;Riedstadt-Goddelau;18 km;15kVac;Gabarit continental;;
Riedstadt-Goddelau;Zeppelinheim;25 km;15kVac;Gabarit continental;;
Zeppelinheim;Frankfurt am Main Flughafen;4 km;15kVac;Gabarit continental;;
Riedstadt-Goddelau;Frankfurt am Main Flughafen;29 km;15kVac;Gabarit continental;;
Mannheim Hbf;Frankfurt am Main Flughafen;72 km;15kVac;Gabarit continental;Westliche Einführung der Riedbahn;
Mannheim Hbf;Frankfurt am Main Flughafen;75 km;15kVac;Gabarit continental;Riedbahn;
Zeppelinheim;Frankfurt am Main Hbf;13 km;15kVac;Gabarit continental;;
Frankfurt am Main Flughafen;Frankfurt am Main Hbf;10 km;15kVac;Gabarit continental;;
Riedstadt-Goddelau;Frankfurt am Main Hbf;38 km;15kVac;Gabarit continental;;
Biblis;Frankfurt am Main Hbf;55 km;15kVac;Gabarit continental;;
Mannheim-Neckarstadt;Frankfurt am Main Hbf;77 km;15kVac;Gabarit continental;;
Mannheim Hbf;Frankfurt am Main Hbf;80 km;15kVac;Gabarit continental;Westliche Einführung der Riedbahn;
Mannheim Hbf;Frankfurt am Main Hbf;84 km;15kVac;Gabarit continental;Riedbahn;
Strasbourg-Ville;Mommenheim;22 km;25kVac;Gabarit continental;;
Sarreguemines;Mommenheim;73 km;Non-electrifie;Gabarit continental;;
Strasbourg-Ville;Sarreguemines;96 km;Non-electrifie;Gabarit continental;;
Strasbourg-Ville;Saverne;44 km;25kVac;Gabarit continental;;
Mommenheim;Saverne;22 km;25kVac;Gabarit continental;;
Saverne;Reding;23 km;25kVac;Gabarit continental;;
Strasbourg-Ville;Reding;67 km;25kVac;Gabarit continental;;
Reding;Sarrebourg;3 km;25kVac;Gabarit continental;;
Saverne;Sarrebourg;26 km;25kVac;Gabarit continental;;
Strasbourg-Ville;Sarrebourg;70 km;25kVac;Gabarit continental;;
Sarrebourg;Lunéville;47 km;25kVac;Gabarit continental;;
Lunéville;Nancy-Ville;33 km;25kVac;Gabarit continental;;
Sarrebourg;Nancy-Ville;79 km;25kVac;Gabarit continental;;
Saverne;Nancy-Ville;106 km;25kVac;Gabarit continental;;
Strasbourg-Ville;Nancy-Ville;150 km;25kVac;Gabarit continental;;
Metz-Ville;Reding;87 km;25kVac;Gabarit continental;;
Metz-Ville;Sarrebourg;89 km;25kVac;Gabarit continental;;
Metz-Ville;Nancy-Ville;168 km;25kVac;Gabarit continental;Via Sarrebourg;
Strasbourg-Ville;Metz-Ville;154 km;25kVac;Gabarit continental;;
Metz-Ville;Nancy-Ville;56 km;25kVac;Gabarit continental;Via Pont-à-Mousson;
Vierzon-Ville;Villefranche-sur-Cher;23 km;1.5kVcc & 25kVac;Gabarit continental;;
Villefranche-sur-Cher;Romorantin;8 km;Non-electrifie;Gabarit continental;;
Villefranche-sur-Cher;Gièvres;8 km;25kVac;Gabarit continental;;
St Pierre des Corps;Gièvres;77 km;1.5kVcc & 25kVac;Gabarit continental;;
St Pierre des Corps;Villefranche-sur-Cher;85 km;1.5kVcc & 25kVac;Gabarit continental;;
St Pierre des Corps;Vierzon-Ville;107 km;1.5kVcc & 25kVac;Gabarit continental;;
Tours;Vierzon-Ville;111 km;1.5kVcc & 25kVac;Gabarit continental;;
Romorantin;Gièvres;5 km;Non-electrifie;Ecartement metrique;;
Paris Gare de Lyon;Paris Nation;2 km;1.5kVcc;Gabarit continental;;
Paris Nation;Boissy St Léger;19 km;1.5kVcc;Gabarit continental;;
Paris Gare de Lyon;Boissy St Léger;21 km;1.5kVcc;Gabarit continental;;
Paris Est;Gretz-Armainvilliers;38 km;25kVac;Gabarit continental;;
Paris Est;Verneuil l\'Étang;54 km;Non-electrifie;Gabarit continental;;
Verneuil l\'Étang;Gretz-Armainvilliers;16 km;Non-electrifie;Gabarit continental;;
Frankfurt am Main Hbf;Frankfurt Höchst;9 km;15kVac;Gabarit continental;Via Taunus Eisenbahn;
Frankfurt am Main Hbf;Frankfurt Höchst;9 km;15kVac;Gabarit continental;Via Main-Lahn-Bahn;
Frankfurt Höchst;Königstein im Taunus;16 km;Non-electrifie;Gabarit continental;;
Frankfurt am Main Hbf;Königstein im Taunus;25 km;Non-electrifie;Gabarit continental;Via Taunus Eisenbahn;
Frankfurt am Main Hbf;Königstein im Taunus;25 km;Non-electrifie;Gabarit continental;Via Main-Lahn-Bahn;
Frankfurt Höchst;Wiesbaden Ost;32 km;15kVac;Gabarit continental;;
Frankfurt am Main Hbf;Wiesbaden Ost;41 km;15kVac;Gabarit continental;Via taunus Eisenbahn;
Frankfurt am Main Hbf;Wiesbaden Ost;41 km;15kVac;Gabarit continental;Via Main-Lahn-Bahn & Taunus Eisenbahn;
Frankfurt am Main Hbf;Wiesbaden Hbf;46 km;15kVac;Gabarit continental;Via Taunus Eisenbahn;
Frankfurt am Main Hbf;Wiesbaden Hbf;46 km;15kVac;Gabarit continental;Via Taunus Eisenbahn & Main-Lahn-Bahn;
Wiesbaden Ost;Wiesbaden Hbf;3 km;15kVac;Gabarit continental;;
Wiesbaden Ost;Mainz Hbf;13 km;15kVac;Gabarit continental;;
Wiesbaden Hbf;Mainz Hbf;16 km;15kVac;Gabarit continental;;
Frankfurt am Main Hbf;Mainz Hbf;38 km;15kVac;Gabarit continental;;
Frankfurt am Main Flughafen;Mainz Hbf;28 km;15kVac;Gabarit continental;;
Toulouse-Matabiau;Toulouse-St-Cyprien-Arènes;10 km;Non-electrifie;Gabarit continental;;
Toulouse-St-Cyprien-Arènes;Colomiers;7 km;Non-electrifie;Gabarit continental;;
Colomiers;Auch;72 km;Non-electrifie;Gabarit continental;;
Toulouse-Matabiau;Auch;88 km;Non-electrifie;Gabarit continental;;
Paris St-Lazare;Pont-Cardinet;2 km;25kVac;Gabarit continental;;X
Pont-Cardinet;Asnières-sur-Seine;3 km;25kVac;Gabarit continental;;X
Asnières-sur-Seine;Bécon-les-Bruyères;1 km;25kVac;Gabarit continental;;X
Bécon-les-Bruyères;La Défense;3 km;25kVac;Gabarit continental;;X
Puteaux;La Défense;1 km;25kVac;Gabarit continental;;X
Puteaux;La Défense;1 km;750Vcc catenaires;Tram;Par T2;X
Puteaux;St-Cloud;6 km;25kVac;Gabarit continental;;X
Chaville Rive-Droite;St-Cloud;10 km;25kVac;Gabarit continental;;X
Chaville Rive-Droite;Versailles Rive-Droite;4 km;25kVac;Gabarit continental;;X
Paris St-Lazare;Asnières-sur-Seine;5 km;25kVac;Gabarit continental;;
Paris St-Lazare;Bécon-les-Bruyères;6 km;25kVac;Gabarit continental;;
Paris St-Lazare;La Défense;8 km;25kVac;Gabarit continental;;
Paris St-Lazare;St-Cloud;15 km;25kVac;Gabarit continental;;
Paris St-Lazare;Versailles Rive-Droite;30 km;25kVac;Gabarit continental;;
La Défense;Versailles Rive-Droite;22 km;25kVac;Gabarit continental;;
La Défense;Charles de Gaulle - Étoile;5 km;1.5kVcc;Gabarit continental;;
Charles de Gaulle - Étoile;Auber;3 km;1.5kVcc;Gabarit continental;;
La Défense;Auber;7 km;1.5kVcc;Gabarit continental;;
La Défense;Nanterre Préfecture;1 km;1.5kVcc;Gabarit continental;;
Nanterre Préfecture;Nanterre-Université;1 km;1.5kVcc;Gabarit continental;;
La Défense;Nanterre-Université;3 km;1.5kVcc;Gabarit continental;;
Paris St-Lazare;Nanterre-Université;8 km;25kVac;Gabarit continental;;
Nanterre-Université;Rueil-Malmaison;4 km;1.5kVcc;Gabarit continental;;
Rueil-Malmaison;St-Germain-en-Laye;7 km;1.5kVcc;Gabarit continental;;
Châtelet - Les Halles;Auber;2 km;1.5kVcc;Gabarit continental;;
Paris Gare de Lyon;Auber;5 km;1.5kVcc;Gabarit continental;;
Mantes-la-Jolie;Vernon-Giverny;23 km;25kVac;Gabarit continental;;X
Paris St-Lazare;Vernon-Giverny;80 km;25kVac;Gabarit continental;;X
Rouen Rive Droite;Vernon-Giverny;60 km;25kVac;Gabarit continental;;X
Rouen Rive Droite;Malaunay-le-Houlme;9 km;25kVac;Gabarit continental;;
Malaunay-le-Houlme;Barentin;8 km;25kVac;Gabarit continental;;
Rouen Rive Droite;Barentin;17 km;25kVac;Gabarit continental;;
Barentin;Motteville;13 km;25kVac;Gabarit continental;;
Rouen Rive Droite;Motteville;30 km;25kVac;Gabarit continental;;
Motteville;Yvetot;7 km;25kVac;Gabarit continental;;
Rouen Rive Droite;Yvetot;30 km;25kVac;Gabarit continental;;X
Yvetot;Bréauté-Beuzeville;25 km;25kVac;Gabarit continental;;X
Rouen Rive Droite;Bréauté-Beuzeville;63 km;25kVac;Gabarit continental;;
Malaunay-le-Houlme;Dieppe;19 km;Non-electrifie;Gabarit continental;;
Rouen Rive Droite;Dieppe;28 km;Non-electrifie;Gabarit continental;;X
Le Havre;Bréauté-Beuzeville;26 km;25kVac;Gabarit continental;;X
Lausanne;Palézieux;21 km;15kVac;Gabarit continental;;
Palézieux;Romont;19 km;15kVac;Gabarit continental;;
Lausanne;Romont;40 km;15kVac;Gabarit continental;;
Romont;Fribourg;26 km;15kVac;Gabarit continental;;
Lausanne;Fribourg;60 km;15kVac;Gabarit continental;;
Fribourg;Bern;31 km;15kVac;Gabarit continental;;
Lausanne;Bern;96 km;15kVac;Gabarit continental;;
Bern;Olten;62 km;15kVac;Gabarit continental;;
Fribourg;Olten;93 km;15kVac;Gabarit continental;;
Bâle-CFF/SNCF;Olten;38 km;15kVac;Gabarit continental;;
Bâle-CFF/SNCF;Bern;101 km;15kVac;Gabarit continental;;
Olten;Aarau;13 km;15kVac;Gabarit continental;;
Aarau;Rupperswil;6 km;15kVac;Gabarit continental;;
Rupperswil;Lenzburg;4 km;15kVac;Gabarit continental;;
Lenzburg;Othmarsingen;4 km;15kVac;Gabarit continental;;
Othmarsingen;Killwangen-Spreitenbach;12 km;15kVac;Gabarit continental;;
Killwangen-Spreitenbach;Zürich HB;16 km;15kVac;Gabarit continental;;
Bern;Aarau;76 km;15kVac;Gabarit continental;;
Bâle-CFF/SNCF;Aarau;51 km;15kVac;Gabarit continental;;
Olten;Lenzburg;23 km;15kVac;Gabarit continental;;
Aarau;Lenzburg;10 km;15kVac;Gabarit continental;;
Bâle-CFF/SNCF;Lenzburg;61 km;15kVac;Gabarit continental;;
Bern;Lenzburg;78 km;15kVac;Gabarit continental;;
Lenzburg;Zürich HB;32 km;15kVac;Gabarit continental;;
Bâle-CFF/SNCF;Zürich HB;92 km;15kVac;Gabarit continental;;X
Bern;Zürich HB;109 km;15kVac;Gabarit continental;;
Perpignan;Cerbère;41 km;1.5kVcc;Gabarit continental;;X
Cerbère;Portbou;2 km;1.5kVcc;Gabarit continental;Ligne SNCF;
Cerbère;Portbou;2 km;3kVcc;Ecartement iberique;Línea Renfe;
Perpignan;Portbou;43 km;1.5kVcc;Gabarit continental;;
Portbou;Figueras;26 km;3kVcc;Ecartement iberique;;
Cerbère;Figueras;28 km;3kVcc;Ecartement iberique;;
Massy;Versailles-Chantiers;15 km;1.5kVcc;Gabarit continental;;X
Figueras;Girona;41 km;3kVcc;Ecartement iberique;;
Figueras - Vilafant;Girona;42 km;3kVcc;Ecartement iberique;;
Pont de Rungis / Aéroport d\'Orly;Les Saules;2 km;1.5kVcc;Gabarit continental;;
Juvisy;Les Saules;7 km;1.5kVcc;Gabarit continental;;
Massy;Les Saules;12 km;1.5kVcc;Gabarit continental;;
Sucy-Bonneuil;Les Saules;8 km;1.5kVcc;Gabarit continental;;
Massy;Sucy-Bonneuil;20 km;1.5kVcc;Gabarit continental;;
Juvisy;Sucy-Bonneuil;15 km;1.5kVcc;Gabarit continental;Par ligne de Massy à Choisy-le-Roi;
Juvisy;Sucy-Bonneuil;15 km;1.5kVcc;Gabarit continental;Par Grande Ceinture;
Boissy St Léger;Sucy-Bonneuil;2 km;1.5kVcc;Gabarit continental;;
Versailles-Chantiers;St-Cyr;5 km;1.5kVcc;Gabarit continental;;X
Versailles-Chantiers;Noisy-le-Roi;10 km;Non-electrifie;Gabarit continental;;
Noisy-le-Roi;St-Nom-la-Bretèche;3 km;25kVac;Gabarit continental;;
St-Nom-la-Bretèche;St-Germain Grande Ceinture;6 km;25kVac;Gabarit continental;;
Noisy-le-Roi;St-Germain Grande Ceinture;9 km;25kVac;Gabarit continental;;
St-Germain Grande Ceinture;Achères - Grand-Cormier;8 km;Non-electrifie;Gabarit continental;;
Achères - Grand-Cormier;Poissy;4 km;25kVac;Gabarit continental;;X
Achères - Grand-Cormier;Sartrouville;6 km;25kVac;Gabarit continental;;X
Sartrouville;Val d\'Argenteuil;6 km;25kVac;Gabarit continental;;
Val d\'Argenteuil;Argenteuil;3 km;25kVac;Gabarit continental;;
Sartrouville;Argenteuil;9 km;25kVac;Gabarit continental;;
Val d\'Argenteuil;Épinay-sur-Seine;6 km;25kVac;Gabarit continental;;
Sartrouville;Épinay-sur-Seine;12 km;25kVac;Gabarit continental;;
Épinay-sur-Seine;Épinay-Villetaneuse;2 km;25kVac;Gabarit continental;;
Épinay-Villetaneuse;Pierrefitte-Stains;4 km;25kVac;Gabarit continental;;
Pierrefitte-Stains;Le Bourget;5 km;25kVac;Gabarit continental;;
Épinay-sur-Seine;Le Bourget;11 km;25kVac;Gabarit continental;;
Le Bourget;Noisy-le-Sec;5 km;25kVac;Gabarit continental;;
Noisy-le-Sec;Val de Fontenay;6 km;25kVac;Gabarit continental;;
Val de Fontenay;Nogent le Perreux;2 km;25kVac;Gabarit continental;;
Noisy-le-Sec;Nogent le Perreux;7 km;25kVac;Gabarit continental;;
Sucy-Bonneuil;Nogent le Perreux;8 km;1.5kVcc & 25kVac;Gabarit continental;;
Massy;Orsay-Ville;7 km;1.5kVcc;Gabarit continental;;X
Paris Gare de Lyon;Sucy-Bonneuil;19 km;1.5kVcc;Gabarit continental;;
Paris Nation;Sucy-Bonneuil;17 km;1.5kVcc;Gabarit continental;;
Orsay-Ville;St Rémy lès Chevreuse;9 km;1.5kVcc;Gabarit continental;;X
Massy;St Rémy lès Chevreuse;16 km;1.5kVcc;Gabarit continental;;
St-Cyr;Plaisir-Grignon;11 km;1.5kVcc;Gabarit continental;;X
Plaisir-Grignon;Épône-Mézières;20 km;1.5kVcc & 25kVac;Gabarit continental;;X
Plaisir-Grignon;Aubergenville-Élisabethville;20 km;1.5kVcc & 25kVac;Gabarit continental;;
Mantes-la-Jolie;Épône-Mézières;9 km;25kVac;Gabarit continental;;X
Mantes-la-Jolie;St-Cyr;39 km;1.5kVcc & 25kVac;Gabarit continental;;
Versailles-Chantiers;Mantes-la-Jolie;44 km;1.5kVcc & 25kVac;Gabarit continental;;X
St-Cyr;St-Quentin-en-Yvelines;3 km;1.5kVcc;Gabarit continental;;X
Versailles-Chantiers;St-Quentin-en-Yvelines;7 km;1.5kVcc;Gabarit continental;;
St-Quentin-en-Yvelines;La Verrière;8 km;1.5kVcc;Gabarit continental;;X
St-Cyr;La Verrière;11 km;1.5kVcc;Gabarit continental;;
Versailles-Chantiers;La Verrière;16 km;1.5kVcc;Gabarit continental;;
La Verrière;Rambouillet;16 km;1.5kVcc;Gabarit continental;;X
Versailles-Chantiers;Rambouillet;31 km;1.5kVcc;Gabarit continental;;X
Paris Montparnasse;Rambouillet;48 km;1.5kVcc;Gabarit continental;;X
Chartres;Rambouillet;39 km;1.5kVcc;Gabarit continental;;X
Chartres;Nogent-le-Rotrou;61 km;1.5kVcc;Gabarit continental;;X
Nogent-le-Rotrou;Connerré-Beillé;39 km;1.5kVcc;Gabarit continental;;X
Le Mans;Connerré-Beillé;24 km;1.5kVcc;Gabarit continental;;X
Le Mans;Nogent-le-Rotrou;63 km;1.5kVcc;Gabarit continental;;
Connerré-Beillé;Bonnétable;17 km;Non-electrifie;Gabarit continental;;
Épône-Mézières;Aubergenville-Élisabethville;3 km;25kVac;Gabarit continental;;X
Poissy;Aubergenville-Élisabethville;20 km;25kVac;Gabarit continental;;X
Mantes-la-Jolie;Poissy;31 km;25kVac;Gabarit continental;;
Nanterre-Université;Sartrouville;5 km;25kVac;Gabarit continental;;
Paris St-Lazare;Sartrouville;13 km;25kVac;Gabarit continental;;X
Ermont-Eaubonne;Épinay-sur-Seine;5 km;25kVac;Gabarit continental;;X
Épinay-sur-Seine;St Ouen;6 km;1.5kVcc & 25kVac;Gabarit continental;;X
St Ouen;Neuilly - Porte Maillot;5 km;1.5kVcc;Gabarit continental;;X
Neuilly - Porte Maillot;Champ de Mars;4 km;1.5kVcc;Gabarit continental;;X
Ermont-Eaubonne;Champ de Mars;17 km;1.5kVcc & 25kVac;Gabarit continental;;
Ermont-Eaubonne;Invalides;19 km;1.5kVcc & 25kVac;Gabarit continental;;
Invalides;Champ de Mars;2 km;1.5kVcc;Gabarit continental;;X
Issy Plaine/Val-de-Seine;Champ de Mars;4 km;1.5kVcc;Gabarit continental;;X
Épinay-Villetaneuse;St Denis;3 km;25kVac;Gabarit continental;;X
Paris Nord;St Denis;6 km;25kVac;Gabarit continental;;X
Paris Nord;Épinay-Villetaneuse;9 km;25kVac;Gabarit continental;;
Ermont-Eaubonne;Épinay-Villetaneuse;5 km;25kVac;Gabarit continental;;X
Ermont-Eaubonne;Montigny-Beauchamp;6 km;25kVac;Gabarit continental;;X
Pontoise;Montigny-Beauchamp;9 km;25kVac;Gabarit continental;;X
Ermont-Eaubonne;Pontoise;15 km;25kVac;Gabarit continental;;
Pierrefitte-Stains;St Denis;4 km;25kVac;Gabarit continental;;
Paris Nord;Pierrefitte-Stains;10 km;25kVac;Gabarit continental;;
Aulnay sous Bois;Le Bourget;5 km;25kVac;Gabarit continental;;X
Paris Nord;Le Bourget;9 km;25kVac;Gabarit continental;;X
Aéroport Charles de Gaulle;Le Bourget;20 km;25kVac;Gabarit continental;;
Bondy;Noisy-le-Sec;1 km;25kVac;Gabarit continental;;
Paris Est;Noisy-le-Sec;11 km;25kVac;Gabarit continental;;
Noisy-le-Sec;Magenta;11 km;25kVac;Gabarit continental;;
Magenta;Haussmann-St-Lazare;2 km;25kVac;Gabarit continental;;
Paris Nation;Val de Fontenay;7 km;1.5kVcc;Gabarit continental;;
Paris Gare de Lyon;Val de Fontenay;9 km;1.5kVcc;Gabarit continental;;
Stuttgart Hbf;Stuttgart-Schwabstraße;3 km;15kVac;Gabarit continental;;
Stuttgart-Schwabstraße;Stuttgart-Österfeld;6 km;15kVac;Gabarit continental;;
Stuttgart-Österfeld;Stuttgart-Rohr;3 km;15kVac;Gabarit continental;;
Stuttgart-Rohr;Echterdingen;6 km;15kVac;Gabarit continental;;
Echterdingen;Stuttgart Flughafen;2 km;15kVac;Gabarit continental;;
Stuttgart Flughafen;Filderstadt;3 km;15kVac;Gabarit continental;;
Stuttgart Hbf;Stuttgart-Österfeld;9 km;15kVac;Gabarit continental;;
Stuttgart Hbf;Stuttgart-Rohr;11 km;15kVac;Gabarit continental;;
Stuttgart Hbf;Echterdingen;17 km;15kVac;Gabarit continental;;
Stuttgart Hbf;Stuttgart Flughafen;19 km;15kVac;Gabarit continental;;
Stuttgart Hbf;Filderstadt;22 km;15kVac;Gabarit continental;;
Stuttgart-Rohr;Böblingen;9 km;15kVac;Gabarit continental;;
Böblingen;Herrenberg;16 km;15kVac;Gabarit continental;;
Stuttgart-Rohr;Herrenberg;25 km;15kVac;Gabarit continental;;
Stuttgart Hbf;Böblingen;21 km;15kVac;Gabarit continental;;
Stuttgart Hbf;Herrenberg;36 km;15kVac;Gabarit continental;;
Clermont-Ferrand;Volvic;20 km;Non-electrifie;Gabarit continental;;
Volvic;Laqueuille;44 km;Non-electrifie;Gabarit continental;;
Laqueuille;Eygurande-Merlines;22 km;Non-electrifie;Gabarit continental;;
Eygurande-Merlines;Ussel;18 km;Non-electrifie;Gabarit continental;;
Ussel;Meymac;13 km;Non-electrifie;Gabarit continental;;
Meymac;Tulle;54 km;Non-electrifie;Gabarit continental;;
Brive-la-Gaillarde;Tulle;26 km;Non-electrifie;Gabarit continental;;
Brive-la-Gaillarde;Niversac;61 km;Non-electrifie;Gabarit continental;;
Périgueux;Niversac;11 km;Non-electrifie;Gabarit continental;;
Périgueux;Mussidan;36 km;Non-electrifie;Gabarit continental;;
Coutras;Mussidan;40 km;Non-electrifie;Gabarit continental;;
Périgueux;Coutras;76 km;Non-electrifie;Gabarit continental;;
Brive-la-Gaillarde;Périgueux;72 km;Non-electrifie;Gabarit continental;;
Brive-la-Gaillarde;Ussel;93 km;Non-electrifie;Gabarit continental;;
Clermont-Ferrand;Ussel;104 km;Non-electrifie;Gabarit continental;;
Poitiers;St-Maixent;53 km;1.5kVcc & 25kVac;Gabarit continental;;X
St-Maixent;Niort;23 km;25kVac;Gabarit continental;;X
Niort;Surgères;34 km;25kVac;Gabarit continental;;
La Rochelle-Ville;Surgères;33 km;25kVac;Gabarit continental;;
La Rochelle-Ville;La Rochelle Porte-Dauphine;3 km;25kVac;Gabarit continental;;
Poitiers;Niort;76 km;1.5kVcc & 25kVac;Gabarit continental;;
La Rochelle-Ville;Niort;67 km;25kVac;Gabarit continental;;X
La Rochelle-Ville;Poitiers;144 km;1.5kVcc & 25kVac;Gabarit continental;;
Limoges-Bénédictins;Eymoutiers-Vassivière;49 km;Non-electrifie;Gabarit continental;;
Meymac;Eymoutiers-Vassivière;50 km;Non-electrifie;Gabarit continental;;
Limoges-Bénédictins;Meymac;99 km;Non-electrifie;Gabarit continental;;
Lille Flandres;Croix-Wasquehal;7 km;25kVac;Gabarit continental;;
Croix-Wasquehal;Roubaix;3 km;25kVac;Gabarit continental;;
Roubaix;Tourcoing;3 km;25kVac;Gabarit continental;;
Tourcoing;Mouscron;5 km;25kVac;Gabarit continental;;
Mouscron;Kortrijk;12 km;3kVcc;Gabarit continental;;
Lille Flandres;Roubaix;10 km;25kVac;Gabarit continental;;
Lille Flandres;Tourcoing;12 km;25kVac;Gabarit continental;;
Tourcoing;Kortrijk;14 km;3kVcc & 25kVac;Gabarit continental;;
Lille Flandres;Kortrijk;27 km;3kVcc & 25kVac;Gabarit continental;;
Nantes;Sucé-sur-Erdre;17 km;750Vcc catenaires & 25kVac;Tram;;X
Sucé-sur-Erdre;Nort-sur-Erdre;12 km;750Vcc catenaires & 25kVac;Tram;;X
Châteaubriant;Nort-sur-Erdre;35 km;750Vcc catenaires & 25kVac;Tram;;X
Nantes;Châteaubriant;64 km;750Vcc catenaires & 25kVac;Tram;;
Châteaubriant;Retiers;27 km;Non-electrifie;Gabarit continental;;
Retiers;Janzé;10 km;Non-electrifie;Gabarit continental;;
Rennes;Janzé;24 km;Non-electrifie;Gabarit continental;;
Rennes;Retiers;34 km;Non-electrifie;Gabarit continental;;
Rennes;Châteaubriant;60 km;Non-electrifie;Gabarit continental;;
Champagne-Ardenne TGV;Reims;9 km;25kVac;Gabarit continental;;
Épernay;Reims;30 km;25kVac;Gabarit continental;;
Châlons-en-Champagne;St-Hilaire-au-Temple;16 km;25kVac;Gabarit continental;;
Reims;St-Hilaire-au-Temple;40 km;Non-electrifie;Gabarit continental;;
Châlons-en-Champagne;Reims;56 km;Non-electrifie;Gabarit continental;;
Culoz;Aix-les-Bains;22 km;1.5kVcc;Gabarit continental;;X
Chambéry-Challes les Eaux;Aix-les-Bains;14 km;1.5kVcc;Gabarit continental;;X
Chambéry-Challes les Eaux;Montmélian;13 km;1.5kVcc;Gabarit continental;;X
Montmélian;St-Pierre-d\'Albigny;11 km;1.5kVcc;Gabarit continental;;X
St Jean de Maurienne;St-Pierre-d\'Albigny;46 km;1.5kVcc;Gabarit continental;;X
Montmélian;Grenoble-Gières;43 km;1.5kVcc & 25kVac;Gabarit continental;;X
Grenoble-Gières;Grenoble;11 km;25kVac;Gabarit continental;;X
Montmélian;Grenoble;54 km;1.5kVcc & 25kVac;Gabarit continental;;
Chambéry-Challes les Eaux;Grenoble;68 km;1.5kVcc & 25kVac;Gabarit continental;;
Aix-les-Bains;Annecy;40 km;25kVac;Gabarit continental;;X
Annecy;La Roche sur Foron;38 km;25kVac;Gabarit continental;;X
La Roche sur Foron;Annemasse;17 km;25kVac;Gabarit continental;;X
Annecy;Annemasse;55 km;25kVac;Gabarit continental;;
Chambéry-Challes les Eaux;Annecy;54 km;1.5kVcc & 25kVac;Gabarit continental;;
St-Pierre-d\'Albigny;Albertville;24 km;1.5kVcc;Gabarit continental;;X
Albertville;Bourg St Maurice;57 km;1.5kVcc & 25kVac;Gabarit continental;;X
Chambéry-Challes les Eaux;Albertville;48 km;1.5kVcc;Gabarit continental;;
Chambéry-Challes les Eaux;St André le Gaz;42 km;25kVac;Gabarit continental;;X
Lyon Perrache;Vénissieux;8 km;1.5kVcc;Gabarit continental;;X
Lyon Part-Dieu;Vénissieux;8 km;1.5kVcc;Gabarit continental;;X
Vénissieux;Bourgoin-Jallieu;63 km;1.5kVcc & 25kVac;Gabarit continental;;X
St André le Gaz;Bourgoin-Jallieu;22 km;25kVac;Gabarit continental;;X
St André le Gaz;Rives;31 km;25kVac;Gabarit continental;;X
Rives;Moirans;17 km;25kVac;Gabarit continental;;X
Grenoble;Moirans;18 km;25kVac;Gabarit continental;;X
Lyon Perrache;Bourgoin-Jallieu;71 km;1.5kVcc & 25kVac;Gabarit continental;;
Lyon Part-Dieu;Bourgoin-Jallieu;71 km;1.5kVcc & 25kVac;Gabarit continental;;X
Lyon Perrache;St André le Gaz;93 km;1.5kVcc & 25kVac;Gabarit continental;;
Lyon Part-Dieu;St André le Gaz;93 km;1.5kVcc & 25kVac;Gabarit continental;;X
Lyon Perrache;Chambéry-Challes les Eaux;135 km;1.5kVcc & 25kVac;Gabarit continental;Par St-André-le-Gaz;X
Lyon Part-Dieu;Chambéry-Challes les Eaux;135 km;1.5kVcc & 25kVac;Gabarit continental;Par St-André-le-Gaz;
Grenoble;St André le Gaz;67 km;25kVac;Gabarit continental;;X
Lyon Part-Dieu;Grenoble;161 km;1.5kVcc & 25kVac;Gabarit continental;;
Lyon Perrache;Grenoble;161 km;1.5kVcc & 25kVac;Gabarit continental;;X
Mainz Hbf;Bingen am Rhein Hbf;30 km;15kVac;Gabarit continental;;
Bingen am Rhein Hbf;Boppard Hbf;41 km;15kVac;Gabarit continental;;
Boppard Hbf;Koblenz Hbf;19 km;15kVac;Gabarit continental;;
Koblenz Hbf;Koblenz Lützel;2 km;15kVac;Gabarit continental;;
Koblenz Lützel;Andernach;16 km;15kVac;Gabarit continental;;
Andernach;Remagen;21 km;15kVac;Gabarit continental;;
Remagen;Bonn Mehlem;11 km;15kVac;Gabarit continental;;
Bonn Mehlem;Bonn Hbf;9 km;15kVac;Gabarit continental;;
Bonn Hbf;Köln Hbf;33 km;15kVac;Gabarit continental;;
Köln Hbf;Köln Messe/Deutz;1 km;15kVac;Gabarit continental;;
Köln Messe/Deutz;Köln-Bonn Flughafen;14 km;15kVac;Gabarit continental;;
Köln-Bonn Flughafen;Troisdorf;12 km;15kVac;Gabarit continental;;
Köln Messe/Deutz;Troisdorf;19 km;15kVac;Gabarit continental;;
Troisdorf;Siegburg/Bonn;4 km;15kVac;Gabarit continental;;
Mainz Hbf;Koblenz Hbf;90 km;15kVac;Gabarit continental;;
Koblenz Hbf;Andernach;18 km;15kVac;Gabarit continental;;
Koblenz Hbf;Bonn Hbf;59 km;15kVac;Gabarit continental;;
Mainz Hbf;Bonn Hbf;149 km;15kVac;Gabarit continental;;
Koblenz Hbf;Köln Hbf;92 km;15kVac;Gabarit continental;;
